day,month,year,Temperature,RH,Ws,Rain ,FFMC,DMC,DC,ISI,BUI,FWI,Classes  
10,03,2015,13,100,0.9,0,63.3,0.7,36,1.9,5.4,1.6,not fire
11,03,2015,13,100,0.8,0,63.2,0.6,35.5,1.9,5.4,1.6,not fire
12,03,2015,13,100,0.8,0,63.1,0.6,35,1.9,5.4,1.6,not fire
13,03,2015,13,100,0.8,0,63,0.6,34.5,1.9,5.4,1.6,not fire
14,03,2015,13,100,0.8,0,62.9,0.6,34,1.9,5.3,1.6,not fire
15,03,2015,13,100,0.8,0,62.8,0.6,33.5,1.9,5.3,1.6,not fire
16,03,2015,13,100,0.8,0,62.7,0.6,33,1.9,5.3,1.6,not fire
17,03,2015,13,100,0.8,0,62.6,0.5,32.5,1.9,5.3,1.6,not fire
18,03,2015,13,100,0.7,0,62.5,0.5,32,1.8,5.3,1.6,not fire
19,03,2015,13,100,0.7,0,62.4,0.5,31.5,1.8,5.3,1.6,not fire
20,03,2015,13,100,0.7,0,62.3,0.5,31,1.8,5.3,1.6,not fire
21,03,2015,13,100,0.7,0,62.2,0.5,30.5,1.8,5.2,1.6,not fire
22,03,2015,13,100,0.7,0,62.1,0.5,30,1.8,5.2,1.6,not fire
23,03,2015,13,100,0.7,0,62,0.5,29.5,1.8,5.2,1.6,not fire
24,03,2015,13,100,0.7,0,61.9,0.4,29,1.8,5.2,1.6,not fire
25,03,2015,13,100,0.7,0,61.8,0.4,28.5,1.8,5.2,1.6,not fire
26,03,2015,13,100,0.7,0,61.7,0.4,28,1.8,5.2,1.6,not fire
27,03,2015,13,100,0.7,0,61.6,0.4,27.5,1.8,5.2,1.6,not fire
28,03,2015,13,100,0.6,0,61.5,0.4,27,1.8,5.1,1.6,not fire
29,03,2015,13,100,0.6,0,61.4,0.4,26.5,1.8,5.1,1.6,not fire
30,03,2015,13,100,0.6,0,61.3,0.4,26,1.7,5.1,1.6,not fire
31,03,2015,13,100,0.6,0,61.2,0.4,25.5,1.7,5.1,1.6,not fire
01,04,2015,13,100,0.6,0,61.2,0.4,25,1.7,5.1,1.6,not fire
02,04,2015,13,100,0.6,0,61.1,0.4,24.5,1.7,5.1,1.6,not fire
03,04,2015,13,100,0.6,0,61,0.4,24,1.7,5.1,1.6,not fire
04,04,2015,13,100,0.6,0,60.9,0.4,23.5,1.7,5.1,1.6,not fire
05,04,2015,13,100,0.6,0,60.8,0.4,23,1.7,5.1,1.6,not fire
06,04,2015,13,100,0.6,0,60.7,0.4,22.5,1.7,5.1,1.6,not fire
07,04,2015,13,100,0.6,0,60.6,0.4,22,1.7,5.1,1.6,not fire
08,04,2015,13,100,0.6,0,60.5,0.4,21.5,1.7,5,1.6,not fire
09,04,2015,13,100,0.6,0,60.4,0.4,21,1.7,5,1.6,not fire
10,04,2015,13,100,0.6,0,60.3,0.4,20.5,1.7,5,1.6,not fire
11,04,2015,13,100,0.6,0,60.2,0.4,20,1.7,5,1.6,not fire
12,04,2015,13,100,0.6,0,60.1,0.4,19.5,1.7,5,1.6,not fire
13,04,2015,13,100,0.6,0,60,0.4,19,1.7,5,1.6,not fire
14,04,2015,13,100,0.6,0,59.9,0.4,18.5,1.7,5,1.6,not fire
15,04,2015,13,100,0.6,0,59.8,0.4,18,1.6,5,1.6,not fire
16,04,2015,13,100,0.6,0,59.7,0.4,17.5,1.6,5,1.6,not fire
17,04,2015,13,100,0.6,0,59.6,0.4,17,1.6,5,1.6,not fire
18,04,2015,13,100,0.6,0,59.5,0.4,16.5,1.6,5,1.6,not fire
19,04,2015,13,100,0.6,0,59.4,0.4,16,1.6,5,1.6,not fire
20,04,2015,13,100,0.6,0,59.3,0.4,15.5,1.6,5,1.6,not fire
21,04,2015,13,100,0.6,0,59.2,0.4,15,1.6,5,1.6,not fire
22,04,2015,13,100,0.6,0,59.1,0.4,14.5,1.6,5,1.6,not fire
23,04,2015,13,100,0.6,0,59,0.4,14,1.6,5,1.6,not fire
24,04,2015,13,100,0.6,0,58.9,0.4,13.5,1.6,5,1.6,not fire
25,04,2015,13,100,0.6,0,58.8,0.4,13,1.6,5,1.6,not fire
26,04,2015,13,100,0.6,0,58.7,0.4,12.5,1.6,5,1.6,not fire
27,04,2015,13,100,0.6,0,58.6,0.4,12,1.6,5,1.6,not fire
28,04,2015,13,100,0.6,0,58.5,0.4,11.5,1.6,5,1.6,not fire
29,04,2015,13,100,0.6,0,58.4,0.4,11,1.6,5,1.6,not fire
30,04,2015,13,100,0.6,0,58.3,0.4,10.5,1.6,5,1.6,not fire
01,05,2015,16,100,0.6,0,58.2,0.4,10,1.6,5,1.6,not fire
02,05,2015,16,100,0.6,0,58.1,0.4,9.5,1.6,5,1.6,not fire
03,05,2015,16,100,0.6,0,58,0.4,9,1.6,5,1.6,not fire
04,05,2015,16,100,0.6,0,57.9,0.4,8.5,1.6,5,1.6,not fire
05,05,2015,16,100,0.6,0,57.8,0.4,8,1.6,5,1.6,not fire
06,05,2015,16,100,0.6,0,57.7,0.4,7.5,1.6,5,1.6,not fire
07,05,2015,16,100,0.6,0,57.6,0.4,7,1.6,5,1.6,not fire
08,05,2015,16,100,0.6,0,57.5,0.4,6.5,1.6,5,1.6,not fire
09,05,2015,16,100,0.6,0,57.4,0.4,6,1.6,5,1.6,not fire
10,05,2015,16,100,0.6,0,57.3,0.4,5.5,1.6,5,1.6,not fire
11,05,2015,16,100,0.6,0,57.2,0.4,5,1.6,5,1.6,not fire
12,05,2015,16,100,0.6,0,57.1,0.4,4.5,1.6,5,1.6,not fire
13,05,2015,16,100,0.6,0,57,0.4,4,1.6,5,1.6,not fire
14,05,2015,16,100,0.6,0,56.9,0.4,3.5,1.6,5,1.6,not fire
15,05,2015,16,100,0.6,0,56.8,0.4,3,1.6,5,1.6,not fire
16,05,2015,16,100,0.6,0,56.7,0.4,2.5,1.6,5,1.6,not fire
17,05,2015,16,100,0.6,0,56.6,0.4,2,1.6,5,1.6,not fire
18,05,2015,16,100,0.6,0,56.5,0.4,1.5,1.6,5,1.6,not fire
19,05,2015,16,100,0.6,0,56.4,0.4,1,1.6,5,1.6,not fire
20,05,2015,16,100,0.6,0,56.3,0.4,0.5,1.6,5,1.6,not fire
21,05,2015,16,100,0.6,0,56.2,0.4,0,1.6,5,1.6,not fire
22,05,2015,16,100,0.6,0,56.1,0.4,0,1.6,5,1.6,not fire
23,05,2015,16,100,0.6,0,56,0.4,0,1.6,5,1.6,not fire
24,05,2015,16,100,0.6,0,55.9,0.4,0,1.6,5,1.6,not fire
25,05,2015,16,100,0.6,0,55.8,0.4,0,1.6,5,1.6,not fire
26,05,2015,16,100,0.6,0,55.7,0.4,0,1.6,5,1.6,not fire
27,05,2015,16,100,0.6,0,55.6,0.4,0,1.6,5,1.6,not fire
28,05,2015,16,100,0.6,0,55.5,0.4,0,1.6,5,1.6,not fire
29,05,2015,16,100,0.6,0,55.4,0.4,0,1.6,5,1.6,not fire
30,05,2015,16,100,0.6,0,55.3,0.4,0,1.6,5,1.6,not fire
31,05,2015,16,100,0.6,0,55.2,0.4,0,1.6,5,1.6,not fire
01,06,2015,32,66,16,0,85.1,3.7,10.2,2.0,4.7,0.9,not fire
02,06,2015,31,72,15,0.4,82.3,4.4,12.5,1.5,5.3,0.8,not fire
03,06,2015,29,78,14,1.0,78.7,3.4,9.6,0.7,3.9,0.4,not fire
04,06,2015,27,81,16,0.3,76.8,2.7,7.8,0.4,3.1,0.2,not fire
05,06,2015,30,73,17,0.6,79.2,3.8,11.3,0.9,4.6,0.5,not fire
06,06,2015,33,66,15,0,84.5,5.8,19.5,3.1,6.8,2.3,fire
07,06,2015,35,59,14,0,86.8,8.5,28.0,5.3,9.2,5.0,fire
08,06,2015,34,62,15,0,87.7,10.3,34.0,4.0,11.1,5.2,fire
09,06,2015,30,75,14,0.3,77.9,7.0,30.0,1.1,9.0,1.1,not fire
10,06,2015,32,72,16,0,80.7,8.9,40.5,2.2,11.6,2.6,not fire
11,06,2015,34,69,17,0,82.5,11.2,47.7,3.6,14.2,4.4,fire
12,06,2015,29,77,18,0,77.4,12.5,54.8,3.1,16.6,5.5,fire
13,06,2015,31,80,19,0.5,69.3,5.1,17.6,0.6,6.9,0.5,not fire
14,06,2015,33,75,18,0.2,71.6,4.6,13.5,1.1,6.1,0.6,not fire
15,06,2015,30,82,17,0.8,65.8,3.4,11.0,0.5,4.9,0.3,not fire
16,06,2015,31,85,16,0.4,64.0,2.7,8.9,0.2,4.0,0.1,not fire
17,06,2015,32,80,19,0,69.0,3.8,10.3,0.7,5.4,0.4,not fire
18,06,2015,34,77,18,0,72.6,5.2,14.6,1.4,6.9,1.0,not fire
19,06,2015,36,69,17,0,77.1,6.8,21.0,2.6,8.9,2.0,not fire
20,06,2015,35,65,15,0,79.9,8.7,27.0,3.8,11.2,3.2,fire
21,06,2015,33,63,14,0,81.3,10.9,33.5,3.4,13.8,4.0,fire
22,06,2015,34,67,16,0,82.2,12.5,39.5,4.5,16.1,5.1,fire
23,06,2015,32,70,17,0.3,75.7,8.5,28.5,1.8,11.2,2.1,not fire
24,06,2015,33,72,16,0,77.5,10.0,35.0,2.5,13.5,3.0,not fire
25,06,2015,31,76,18,0,73.5,11.1,41.8,2.0,15.6,2.4,not fire
26,06,2015,32,70,18,0,76.6,12.7,48.0,2.7,18.2,3.6,not fire
27,06,2015,34,65,15,0,79.5,14.1,54.6,4.7,20.5,4.9,fire
28,06,2015,35,62,16,0,81.7,16.7,61.4,5.6,23.3,6.7,fire
29,06,2015,33,68,14,0.3,78.0,11.5,52.2,1.4,19.0,2.2,not fire
30,06,2015,34,70,15,0,80.1,13.3,59.0,2.7,21.6,3.7,fire
01,07,2015,32,65,16,0.6,75.2,5.9,22.2,0.9,9.2,0.8,not fire
02,07,2015,30,73,17,1.1,71.7,5.5,20.9,0.8,8.5,0.6,not fire
03,07,2015,32,77,18,0.6,74.5,6.0,23.8,1.3,10.4,1.1,not fire
04,07,2015,33,69,17,0,78.0,8.0,31.5,3.0,13.9,2.9,not fire
05,07,2015,34,67,16,0,80.0,9.8,38.6,4.1,17.1,4.0,fire
06,07,2015,35,64,15,0,82.1,12.2,47.8,5.2,20.6,6.0,fire
07,07,2015,36,61,14,0.1,78.5,9.6,34.1,2.4,14.4,2.5,not fire
08,07,2015,35,63,16,0,80.6,12.3,42.6,4.3,18.1,4.9,fire
09,07,2015,34,67,15,1.3,72.5,6.7,13.4,1.0,7.6,0.7,not fire
10,07,2015,35,68,14,0.5,73.2,7.5,16.6,1.3,8.7,1.0,not fire
11,07,2015,36,70,15,0,76.1,9.2,24.4,2.5,11.0,2.1,not fire
12,07,2015,32,67,14,0.1,74.1,8.0,22.6,1.8,10.1,1.3,not fire
13,07,2015,33,72,16,0,77.5,10.5,33.6,3.0,14.7,3.1,not fire
14,07,2015,32,69,17,0.4,71.4,7.8,24.4,1.3,10.5,1.2,not fire
15,07,2015,31,73,18,0.1,67.8,6.4,18.5,1.1,8.7,0.7,not fire
16,07,2015,30,75,19,0,70.1,7.2,21.2,0.8,10.5,0.8,not fire
17,07,2015,31,77,18,0.6,72.9,8.1,26.3,1.3,12.6,1.3,not fire
18,07,2015,32,71,16,0.1,75.2,10.3,34.2,2.7,17.2,3.0,not fire
19,07,2015,34,67,15,0,77.9,11.8,42.2,3.6,20.9,4.3,fire
20,07,2015,35,63,14,0,81.1,14.2,51.5,5.0,25.8,5.8,fire
21,07,2015,36,59,13,0,83.6,17.0,61.7,6.3,31.3,7.4,fire
22,07,2015,34,65,14,0.2,78.8,12.9,43.5,2.6,19.7,3.2,not fire
23,07,2015,33,69,15,0.5,75.8,11.1,34.1,2.1,15.9,2.5,not fire
24,07,2015,31,73,17,0,71.3,8.9,25.5,1.4,12.2,1.4,not fire
25,07,2015,30,77,18,0.4,69.1,7.8,20.6,0.7,10.6,0.7,not fire
26,07,2015,32,74,17,0.7,72.8,10.2,30.1,1.6,15.0,1.8,not fire
27,07,2015,33,70,16,0,77.0,11.8,39.1,2.9,19.8,3.2,fire
28,07,2015,34,67,15,0,80.5,14.4,48.3,4.0,24.6,4.8,fire
29,07,2015,35,64,14,0.3,82.7,16.9,58.0,5.4,29.7,6.4,fire
30,07,2015,33,69,15,0,79.1,13.7,46.7,3.5,23.9,3.7,fire
31,07,2015,32,72,16,0.5,75.5,10.4,36.2,2.3,18.5,2.8,not fire
01,08,2015,20,91,1.4,0,89.4,112.2,573.7,8.7,117.7,8.7,not fire
02,08,2015,19,89,1.4,0,89.3,111.9,573.5,8.6,117.5,8.6,not fire
03,08,2015,19,89,1.4,0,89.2,111.6,573.2,8.5,117.2,8.5,not fire
04,08,2015,19,88,1.4,0,89.1,111.3,572.9,8.4,117,8.4,not fire
05,08,2015,19,88,1.4,0,89,111,572.6,8.3,116.7,8.3,not fire
06,08,2015,19,88,1.4,0,88.9,110.7,572.4,8.2,116.4,8.2,not fire
07,08,2015,19,87,1.4,0,88.8,110.4,572.1,8.1,116.2,8.1,not fire
08,08,2015,19,87,1.4,0,88.7,110.1,571.8,8,115.9,8,not fire
09,08,2015,19,87,1.4,0,88.6,109.8,571.5,7.9,115.6,7.9,not fire
10,08,2015,19,86,1.4,0,88.5,109.5,571.3,7.8,115.4,7.8,not fire
11,08,2015,19,86,1.4,0,88.4,109.2,571,7.7,115.1,7.7,not fire
12,08,2015,19,86,1.4,0,88.3,108.9,570.7,7.6,114.8,7.6,not fire
13,08,2015,19,85,1.4,0,88.2,108.6,570.4,7.5,114.6,7.5,not fire
14,08,2015,19,85,1.4,0,88.1,108.3,570.1,7.4,114.3,7.4,not fire
15,08,2015,19,85,1.4,0,88,108,569.9,7.3,114,7.3,not fire
16,08,2015,19,84,1.4,0,87.9,107.7,569.6,7.2,113.7,7.2,not fire
17,08,2015,19,84,1.4,0,87.8,107.4,569.3,7.1,113.5,7.1,not fire
18,08,2015,19,84,1.4,0,87.7,107.1,569,7,113.2,7,not fire
19,08,2015,19,83,1.4,0,87.6,106.8,568.7,6.9,112.9,6.9,not fire
20,08,2015,19,83,1.4,0,87.5,106.5,568.5,6.8,112.7,6.8,not fire
21,08,2015,19,83,1.4,0,87.4,106.2,568.2,6.7,112.4,6.7,not fire
22,08,2015,19,82,1.4,0,87.3,105.9,567.9,6.6,112.1,6.6,not fire
23,08,2015,19,82,1.4,0,87.2,105.6,567.6,6.5,111.8,6.5,not fire
24,08,2015,19,82,1.4,0,87.1,105.3,567.3,6.4,111.6,6.4,not fire
25,08,2015,19,81,1.4,0,87,105,567.1,6.3,111.3,6.3,not fire
26,08,2015,19,81,1.4,0,86.9,104.7,566.8,6.2,111,6.2,not fire
27,08,2015,19,81,1.4,0,86.8,104.4,566.5,6.1,110.7,6.1,not fire
28,08,2015,19,80,1.4,0,86.7,104.1,566.2,6,110.4,6,not fire
29,08,2015,19,80,1.4,0,86.6,103.8,566,5.9,110.2,5.9,not fire
30,08,2015,19,80,1.4,0,86.5,103.5,565.7,5.8,109.9,5.8,not fire
31,08,2015,19,80,1.4,0,86.4,103.2,565.4,5.7,109.6,5.7,not fire
01,09,2015,19,79,1.4,0,86.3,102.9,565.1,5.6,109.3,5.6,not fire
02,09,2015,19,79,1.4,0,86.2,102.6,564.8,5.5,109,5.5,not fire
03,09,2015,19,78,1.4,0,86.1,102.3,564.5,5.4,108.7,5.4,not fire
04,09,2015,19,78,1.4,0,86,102,564.2,5.3,108.5,5.3,not fire
05,09,2015,19,78,1.4,0,85.9,101.7,564,5.2,108.2,5.2,not fire
06,09,2015,19,77,1.4,0,85.8,101.4,563.7,5.1,107.9,5.1,not fire
07,09,2015,19,77,1.4,0,85.7,101.1,563.4,5,107.6,5,not fire
08,09,2015,19,77,1.4,0,85.6,100.8,563.1,4.9,107.3,4.9,not fire
09,09,2015,19,76,1.4,0,85.5,100.5,562.9,4.8,107.1,4.8,not fire
10,09,2015,19,76,1.4,0,85.4,100.2,562.6,4.7,106.8,4.7,not fire
11,09,2015,19,76,1.4,0,85.3,99.9,562.3,4.6,106.5,4.6,not fire
12,09,2015,19,75,1.4,0,85.2,99.6,562,4.5,106.2,4.5,not fire
13,09,2015,19,75,1.4,0,85.1,99.3,561.7,4.4,106,4.4,not fire
14,09,2015,19,75,1.4,0,85,99,561.4,4.3,105.7,4.3,not fire
15,09,2015,19,74,1.4,0,84.9,98.7,561.2,4.2,105.4,4.2,not fire
16,09,2015,19,74,1.4,0,84.8,98.4,560.9,4.1,105.1,4.1,not fire
17,09,2015,19,74,1.4,0,84.7,98.1,560.6,4,104.8,4,not fire
18,09,2015,19,73,1.4,0,84.6,97.8,560.3,3.9,104.5,3.9,not fire
19,09,2015,19,73,1.4,0,84.5,97.5,560.1,3.8,104.3,3.8,not fire
20,09,2015,19,73,1.4,0,84.4,97.2,559.8,3.7,104,3.7,not fire
21,09,2015,19,72,1.4,0,84.3,96.9,559.5,3.6,103.7,3.6,not fire
22,09,2015,19,72,1.4,0,84.2,96.6,559.2,3.5,103.4,3.5,not fire
23,09,2015,19,72,1.4,0,84.1,96.3,558.9,3.4,103.1,3.4,not fire
24,09,2015,19,71,1.4,0,84,96,558.6,3.3,102.8,3.3,not fire
25,09,2015,19,71,1.4,0,83.9,95.7,558.4,3.2,102.6,3.2,not fire
26,09,2015,19,71,1.4,0,83.8,95.4,558.1,3.1,102.3,3.1,not fire
27,09,2015,19,70,1.4,0,83.7,95.1,557.8,3,102,3,not fire
28,09,2015,19,70,1.4,0,83.6,94.8,557.5,2.9,101.7,2.9,not fire
29,09,2015,19,70,1.4,0,83.5,94.5,557.2,2.8,101.4,2.8,not fire
30,09,2015,19,69,1.4,0,83.4,94.2,556.9,2.7,101.1,2.7,not fire
01,10,2015,19,69,1.4,0,83.3,93.9,556.7,2.6,100.8,2.6,not fire
02,10,2015,19,69,1.4,0,83.2,93.6,556.4,2.5,100.6,2.5,not fire
03,10,2015,19,69,1.4,0,83.1,93.3,556.1,2.4,100.3,2.4,not fire
04,10,2015,19,68,1.4,0,83,93,555.8,2.3,100,2.3,not fire
05,10,2015,19,68,1.4,0,82.9,92.7,555.5,2.2,99.7,2.2,not fire
06,10,2015,19,68,1.4,0,82.8,92.4,555.2,2.1,99.4,2.1,not fire
07,10,2015,19,67,1.4,0,82.7,92.1,554.9,2,99.1,2,not fire
08,10,2015,19,67,1.4,0,82.6,91.8,554.6,1.9,98.8,1.9,not fire
09,10,2015,19,67,1.4,0,82.5,91.5,554.4,1.8,98.5,1.8,not fire
10,10,2015,19,66,1.4,0,82.4,91.2,554.1,1.7,98.2,1.7,not fire
11,10,2015,19,66,1.4,0,82.3,90.9,553.8,1.6,97.9,1.6,not fire
12,10,2015,19,66,1.4,0,82.2,90.6,553.5,1.5,97.6,1.5,not fire
13,10,2015,19,65,1.4,0,82.1,90.3,553.2,1.4,97.3,1.4,not fire
14,10,2015,19,65,1.4,0,82,90,552.9,1.3,97,1.3,not fire
15,10,2015,19,65,1.4,0,81.9,89.7,552.7,1.2,96.8,1.2,not fire
16,10,2015,19,64,1.4,0,81.8,89.4,552.4,1.1,96.5,1.1,not fire
17,10,2015,19,64,1.4,0,81.7,89.1,552.1,1,96.2,1,not fire
18,10,2015,19,64,1.4,0,81.6,88.8,551.8,0.9,95.9,0.9,not fire
19,10,2015,19,63,1.4,0,81.5,88.5,551.5,0.8,95.6,0.8,not fire
20,10,2015,19,63,1.4,0,81.4,88.2,551.3,0.7,95.3,0.7,not fire
21,10,2015,19,63,1.4,0,81.3,88,551,0.6,95.1,0.6,not fire
22,10,2015,19,62,1.4,0,81.2,87.7,550.7,0.5,94.8,0.5,not fire
23,10,2015,19,62,1.4,0,81.1,87.4,550.4,0.4,94.5,0.4,not fire
24,10,2015,19,62,1.4,0,81,87.1,550.1,0.3,94.2,0.3,not fire
25,10,2015,19,61,1.4,0,80.9,86.8,549.9,0.2,93.9,0.2,not fire
26,10,2015,19,61,1.4,0,80.8,86.5,549.6,0.1,93.6,0.1,not fire
27,10,2015,19,61,1.4,0,80.7,86.2,549.3,0,93.3,0,not fire
28,10,2015,19,61,1.4,0,80.6,86,549,0,93.1,0,not fire
29,10,2015,19,60,1.4,0,80.5,85.7,548.7,0,92.8,0,not fire
30,10,2015,19,60,1.4,0,80.4,85.4,548.4,0,92.5,0,not fire
31,10,2015,19,60,1.4,0,80.3,85.1,548.1,0,92.2,0,not fire
1,11,2015,18,60,1.4,0,80.2,84.8,547.8,0,92,0,not fire
2,11,2015,18,60,1.4,0,80.1,84.5,547.5,0,91.7,0,not fire
3,11,2015,18,60,1.4,0,80,84.2,547.2,0,91.4,0,not fire
4,11,2015,18,59,1.4,0,79.9,83.9,546.9,0,91.1,0,not fire
5,11,2015,18,59,1.4,0,79.8,83.7,546.7,0,90.8,0,not fire
6,11,2015,18,59,1.4,0,79.7,83.4,546.4,0,90.5,0,not fire
7,11,2015,18,59,1.4,0,79.6,83.1,546.1,0,90.2,0,not fire
8,11,2015,18,58,1.4,0,79.5,82.8,545.8,0,89.9,0,not fire
9,11,2015,18,58,1.4,0,79.4,82.5,545.6,0,89.7,0,not fire
10,11,2015,18,58,1.4,0,79.3,82.3,545.3,0,89.4,0,not fire
11,11,2015,18,58,1.4,0,79.2,82,545,0,89.1,0,not fire
12,11,2015,18,57,1.4,0,79.1,81.7,544.7,0,88.8,0,not fire
13,11,2015,18,57,1.4,0,79,81.4,544.4,0,88.5,0,not fire
14,11,2015,18,57,1.4,0,78.9,81.1,544.1,0,88.2,0,not fire
15,11,2015,18,57,1.4,0,78.8,80.8,543.8,0,87.9,0,not fire
16,11,2015,18,56,1.4,0,78.7,80.6,543.6,0,87.7,0,not fire
17,11,2015,18,56,1.4,0,78.6,80.3,543.3,0,87.4,0,not fire
18,11,2015,18,56,1.4,0,78.5,80,543,0,87.1,0,not fire
19,11,2015,18,56,1.4,0,78.4,79.7,542.7,0,86.8,0,not fire
20,11,2015,18,55,1.4,0,78.3,79.4,542.4,0,86.5,0,not fire
21,11,2015,18,55,1.4,0,78.2,79.1,542.1,0,86.2,0,not fire
22,11,2015,18,55,1.4,0,78.1,78.8,541.8,0,85.9,0,not fire
23,11,2015,18,55,1.4,0,78,78.5,541.6,0,85.7,0,not fire
24,11,2015,18,54,1.4,0,77.9,78.3,541.3,0,85.4,0,not fire
25,11,2015,18,54,1.4,0,77.8,78,541,0,85.1,0,not fire
26,11,2015,18,54,1.4,0,77.7,77.7,540.7,0,84.8,0,not fire
27,11,2015,18,54,1.4,0,77.6,77.4,540.4,0,84.5,0,not fire
28,11,2015,18,53,1.4,0,77.5,77.1,540.1,0,84.2,0,not fire
29,11,2015,18,53,1.4,0,77.4,76.8,539.8,0,83.9,0,not fire
30,11,2015,18,53,1.4,0,77.3,76.6,539.6,0,83.7,0,not fire
1,12,2015,18,53,1.4,0,77.2,76.3,539.3,0,83.4,0,not fire
2,12,2015,18,53,1.4,0,77.1,76,539,0,83.1,0,not fire
3,12,2015,18,53,1.4,0,77,75.7,538.7,0,82.8,0,not fire
4,12,2015,18,53,1.4,0,76.9,75.4,538.4,0,82.5,0,not fire
5,12,2015,18,53,1.4,0,76.8,75.2,538.2,0,82.3,0,not fire
6,12,2015,18,52,1.4,0,76.7,74.9,537.9,0,82,0,not fire
7,12,2015,18,52,1.4,0,76.6,74.6,537.6,0,81.7,0,not fire
8,12,2015,18,52,1.4,0,76.5,74.3,537.3,0,81.4,0,not fire
9,12,2015,18,52,1.4,0,76.4,74,537,0,81.1,0,not fire
10,12,2015,18,52,1.4,0,76.3,73.7,536.7,0,80.8,0,not fire
11,12,2015,18,52,1.4,0,76.2,73.4,536.4,0,80.5,0,not fire
12,12,2015,18,51,1.4,0,76.1,73.1,536.1,0,80.2,0,not fire
13,12,2015,18,51,1.4,0,76,72.8,535.8,0,79.9,0,not fire
14,12,2015,18,51,1.4,0,75.9,72.5,535.5,0,79.6,0,not fire
15,12,2015,18,51,1.4,0,75.8,72.2,535.2,0,79.3,0,not fire
16,12,2015,18,51,1.4,0,75.7,71.9,535,0,79.1,0,not fire
17,12,2015,18,51,1.4,0,75.6,71.6,534.7,0,78.8,0,not fire
18,12,2015,18,51,1.4,0,75.5,71.3,534.4,0,78.5,0,not fire
19,12,2015,18,50,1.4,0,75.4,71,534.1,0,78.2,0,not fire
20,12,2015,18,50,1.4,0,75.3,70.7,533.8,0,77.9,0,not fire
21,12,2015,18,50,1.4,0,75.2,70.4,533.5,0,77.6,0,not fire
22,12,2015,18,50,1.4,0,75.1,70.1,533.2,0,77.3,0,not fire
23,12,2015,18,50,1.4,0,75,69.8,533,0,77.1,0,not fire
24,12,2015,18,50,1.4,0,74.9,69.5,532.7,0,76.8,0,not fire
25,12,2015,18,50,1.4,0,74.8,69.2,532.4,0,76.5,0,not fire
26,12,2015,18,50,1.4,0,74.7,68.9,532.1,0,76.2,0,not fire
27,12,2015,18,49,1.4,0,74.6,68.6,531.8,0,75.9,0,not fire
28,12,2015,18,49,1.4,0,74.5,68.3,531.5,0,75.6,0,not fire
29,12,2015,18,49,1.4,0,74.4,68,531.2,0,75.3,0,not fire
30,12,2015,18,49,1.4,0,74.3,67.7,530.9,0,75,0,not fire
31,12,2015,18,49,1.4,0,74.2,67.4,530.6,0,74.7,0,not fire